1005846500583321601,1020789978639536128
1005846500583321601,1364615480124846086
1005846500583321601,22875032
1005846500583321601,797406769
1028022611324747776,2467791
1028022611324747776,2467791
1028022611324747776,93476670
1031000589054828544,1089045346242576385
1031000589054828544,1881185678
1031000589054828544,3423997089
1060440219097423872,255812611
1064312869414678528,1387010761994682371
1073606435580325889,1387010761994682371
1073606435580325889,303324434
1073606435580325889,875612784863531008
1080584229510172678,1167220466597138432
1080584229510172678,1296279134079823872
1080584229510172678,1325992895334256642
1080844782,1921951394
1080844782,3265321562
1080844782,43611815
1080844782,880819093976170498
1094095877302611969,1387010761994682371
1094971056358637568,1301352799960145924
1094971056358637568,21489341
1094971056358637568,26973844
1095523459877068800,1297471014389944322
1095523459877068800,194617157
1095523459877068800,267498657
1096205507348623360,246667561
1096205507348623360,322643459
1096205507348623360,848180033688612864
1096205507348623360,893479800
1098451166306824193,2608740770
1098819491780153345,1290232189615894531
1098819491780153345,1290232189615894531
1098819491780153345,1290232189615894531
1098819491780153345,267498657
1098819491780153345,813314931147816960
1104524508709441536,1387010761994682371
1108565574,1190491625526448130
1108565574,1241645810854453250
1108565574,1347379934373662721
1108565574,1369160185315430402
1108565574,1448820035015770116
1108565574,164178673
1108565574,246070116
1108565574,2549616986
1108565574,3270007519
1108565574,524939820
1108565574,704867245470535681
1108565574,800262170
1108565574,90107770
1113341312,112155894
1113341312,1318333892265324545
1113341312,338219529
1117704370630455296,1144763809225203712
1117704370630455296,1305795361336770560
1117704370630455296,267498657
1117704370630455296,813314931147816960
1120633726478823425,1282677931987406848
1120633726478823425,1332768779449761793
1120633726478823425,1447541603015528454
1120633726478823425,1497303587260715014
1120633726478823425,2288308578
1120633726478823425,2386246513
1120633726478823425,2876041031
1120633726478823425,579287636
1120633726478823425,839734220620722176
1120633726478823425,845795943479959552
1120633726478823425,887052266741616640
1120633726478823425,99151115
1134152253353447424,18831926
1137827292,29447428
117810351,1240682348120866816
117810351,1312166469891813376
117810351,27413942
1189799454506799104,1202415019771584512
1189799454506799104,1967958770
1189799454506799104,819873531160731649
1196590977932091392,3246790436
1206472297336324097,3246790436
1218721688738615297,922294461186453504
1218721688738615297,922294461186453504
1218721688738615297,922294461186453504
1221462414744596483,1921951394
1237314642583658496,1269217886058549248
1237314642583658496,252793413
1237314642583658496,256677596
1237314642583658496,851051040
1237314642583658496,899697150380134400
1238370241169616897,1128538846130401285
1238370241169616897,1323495003604226048
1238370241169616897,1344762633786822658
1238370241169616897,170600442
1238370241169616897,190154112
1238370241169616897,292243085
1238370241169616897,307823204
1238370241169616897,403796945
1238370241169616897,48367770
1238370241169616897,496455154
1238370241169616897,68396377
1238370241169616897,828561216918335489
1238370241169616897,828561216918335489
1238370241169616897,958685436112658432
1238583088998830081,1083495635561541632
1238583088998830081,1111339958852308994
1238583088998830081,2423537112
1238583088998830081,432263329
1238583088998830081,531618878
1238583088998830081,898231845925646336
1238949674989416449,1259818577785307137
1238949674989416449,1267649650682523648
1238949674989416449,1494582293331349506
1238949674989416449,2886781622
1238949674989416449,971011334920900609
1247612029,1333774146807980033
1247612029,20403317
1247612029,39143124
1256102507241181190,1387010761994682371
1268223690480615424,1173501470345445376
1268223690480615424,1305523968137457664
1268223690480615424,2432830728
1268223690480615424,47003347
1268223690480615424,708800580995522560
1268223690480615424,902689690704367616
1268223690480615424,913891656784662530
